Price,Close,High,Low,Open,Volume,Date
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,
Date,,,,,,
2024-11-18,3956.43115234375,4146.894998090364,3927.5908423676865,4146.894998090364,3313944,2024-11-18
2024-11-19,3976.16650390625,4067.3133968435627,3951.115881398178,3956.8246828361807,1776233,2024-11-19
2024-11-21,4008.944091796875,4028.236409232463,3960.8604880090948,3981.432455552984,2384347,2024-11-21
2024-11-22,4177.9990234375,4188.186720017956,3990.389589438143,4007.122846226611,3096553,2024-11-22
2024-11-25,4247.39306640625,4260.189087034664,4185.480108874261,4212.843714585579,4052167,2024-11-25
2024-11-26,4284.4033203125,4298.085123579749,4242.373120582253,4253.249546195695,2060669,2024-11-26
2024-11-27,4264.56884765625,4308.71521363045,4256.202219033572,4290.55499634484,1558993,2024-11-27
2024-11-28,4178.29443359375,4271.853320530873,4166.5812490977505,4251.23184853607,2558544,2024-11-28
2024-11-29,4203.83740234375,4231.250512031332,4129.817151927626,4153.785179120677,2017425,2024-11-29
2024-12-02,4209.5458984375,4220.914958216208,4163.676993000992,4203.000338296886,1670944,2024-12-02
2024-12-03,4235.23681640625,4257.137698206271,4198.522271973675,4246.654900345047,2010905,2024-12-03
2024-12-04,4286.076171875,4318.115726856116,4221.751465216019,4245.867042233743,3302642,2024-12-04
2024-12-05,4394.00537109375,4418.564078323639,4291.588189238375,4331.747813073262,3746747,2024-12-05
2024-12-06,4375.74658203125,4394.940611577895,4343.510455484962,4383.128901087652,1842087,2024-12-06
2024-12-09,4382.29248046875,4399.271815609351,4346.266664568218,4360.933257388377,2066639,2024-12-09
2024-12-10,4363.0,4423.288944687637,4342.871163165953,4356.700516597411,2087828,2024-12-10
2024-12-11,4357.97998046875,4378.847047235939,4337.850664985335,4362.310844845357,1635256,2024-12-11
2024-12-12,4385.048828125,4414.6271298014035,4356.5528821629905,4360.539142507212,1914642,2024-12-12
2024-12-13,4403.701171875,4424.371666662094,4325.448584466717,4365.362613963178,1967048,2024-12-13
2024-12-16,4345.92236328125,4404.783863782896,4328.007742805228,4389.034915890042,1646224,2024-12-16
2024-12-17,4260.58251953125,4363.393811274363,4250.247272573856,4340.8037221053055,3225027,2024-12-17
2024-12-18,4279.62890625,4293.556785484744,4222.2928946144,4244.046224337432,1575404,2024-12-18
2024-12-19,4204.87060546875,4295.525583873814,4195.126039979421,4214.812225056753,3015763,2024-12-19
2024-12-20,4104.86474609375,4313.24321027579,4087.3442333797852,4261.074819097192,4116989,2024-12-20
2024-12-23,4093.052978515625,4150.832123971284,4050.3340530174855,4134.147889868673,2195338,2024-12-23
2024-12-24,4113.92041015625,4151.816315358072,4093.0528623167015,4093.0528623167015,1181886,2024-12-24
2024-12-26,4103.68359375,4134.049628782047,4078.140577688001,4113.920313335754,1208464,2024-12-26
2024-12-27,4099.50048828125,4115.347963377728,4082.1765493053435,4097.679420039338,858100,2024-12-27
2024-12-30,4093.545166015625,4133.409691121346,4047.479684808028,4085.8677460209447,1527169,2024-12-30
2024-12-31,4030.549560546875,4074.9912673216186,3968.7841551770334,4070.1187442915557,1555429,2024-12-31
2025-01-01,4047.9228515625,4069.134524093068,4021.346260950125,4030.1557808587904,763161,2025-01-01
