Price,Close,High,Low,Open,Volume,Date
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,
Datetime,,,,,,
2025-05-08 03:45:00+00:00,3438.10009765625,3441.699951171875,3433.699951171875,3441.699951171875,0,2025-05-08
2025-05-08 03:46:00+00:00,3439.0,3439.699951171875,3433.300048828125,3438.199951171875,28171,2025-05-08
2025-05-08 03:47:00+00:00,3443.89990234375,3444.5,3438.60009765625,3438.60009765625,13759,2025-05-08
2025-05-08 03:48:00+00:00,3451.300048828125,3453.0,3443.39990234375,3443.39990234375,15780,2025-05-08
2025-05-08 03:49:00+00:00,3462.0,3463.60009765625,3452.800048828125,3452.800048828125,13470,2025-05-08
2025-05-08 03:50:00+00:00,3464.39990234375,3464.800048828125,3459.60009765625,3460.10009765625,15243,2025-05-08
2025-05-08 03:51:00+00:00,3464.199951171875,3468.0,3462.199951171875,3466.10009765625,15163,2025-05-08
2025-05-08 03:52:00+00:00,3465.5,3468.60009765625,3464.0,3466.300048828125,17533,2025-05-08
2025-05-08 03:53:00+00:00,3462.199951171875,3465.5,3461.199951171875,3465.10009765625,11190,2025-05-08
2025-05-08 03:54:00+00:00,3462.89990234375,3466.300048828125,3462.0,3462.0,7139,2025-05-08
2025-05-08 03:55:00+00:00,3468.5,3468.5,3463.199951171875,3463.199951171875,11639,2025-05-08
2025-05-08 03:56:00+00:00,3468.199951171875,3469.800048828125,3467.60009765625,3469.0,14427,2025-05-08
2025-05-08 03:57:00+00:00,3464.10009765625,3468.39990234375,3464.10009765625,3468.199951171875,9234,2025-05-08
2025-05-08 03:58:00+00:00,3463.10009765625,3464.10009765625,3463.10009765625,3464.10009765625,9975,2025-05-08
2025-05-08 03:59:00+00:00,3460.300048828125,3462.0,3460.0,3460.0,28248,2025-05-08
2025-05-08 04:00:00+00:00,3459.60009765625,3460.39990234375,3456.5,3460.39990234375,5497,2025-05-08
2025-05-08 04:01:00+00:00,3458.699951171875,3459.89990234375,3457.39990234375,3458.10009765625,2652,2025-05-08
2025-05-08 04:02:00+00:00,3460.60009765625,3460.60009765625,3456.39990234375,3458.699951171875,2419,2025-05-08
2025-05-08 04:03:00+00:00,3467.800048828125,3469.0,3458.5,3460.699951171875,13591,2025-05-08
2025-05-08 04:04:00+00:00,3470.0,3470.0,3467.199951171875,3467.699951171875,13728,2025-05-08
2025-05-08 04:05:00+00:00,3471.60009765625,3472.0,3470.300048828125,3470.699951171875,4909,2025-05-08
2025-05-08 04:06:00+00:00,3468.39990234375,3473.199951171875,3468.39990234375,3471.60009765625,15967,2025-05-08
2025-05-08 04:07:00+00:00,3467.699951171875,3468.60009765625,3464.800048828125,3468.39990234375,9394,2025-05-08
2025-05-08 04:08:00+00:00,3466.699951171875,3467.10009765625,3465.199951171875,3466.199951171875,3009,2025-05-08
2025-05-08 04:09:00+00:00,3466.89990234375,3467.89990234375,3465.199951171875,3467.5,4743,2025-05-08
2025-05-08 04:10:00+00:00,3467.89990234375,3468.39990234375,3465.89990234375,3466.89990234375,5163,2025-05-08
2025-05-08 04:11:00+00:00,3471.699951171875,3471.699951171875,3468.39990234375,3468.699951171875,7688,2025-05-08
2025-05-08 04:12:00+00:00,3473.699951171875,3476.39990234375,3471.199951171875,3471.5,9156,2025-05-08
2025-05-08 04:13:00+00:00,3471.60009765625,3473.699951171875,3471.0,3473.699951171875,6816,2025-05-08
2025-05-08 04:14:00+00:00,3470.300048828125,3471.300048828125,3470.300048828125,3471.300048828125,1412,2025-05-08
2025-05-08 04:15:00+00:00,3468.89990234375,3470.39990234375,3468.89990234375,3470.300048828125,7603,2025-05-08
2025-05-08 04:16:00+00:00,3467.60009765625,3469.10009765625,3467.300048828125,3468.89990234375,8997,2025-05-08
2025-05-08 04:17:00+00:00,3463.0,3467.5,3461.199951171875,3467.5,10841,2025-05-08
2025-05-08 04:18:00+00:00,3464.300048828125,3465.0,3463.0,3463.0,2828,2025-05-08
2025-05-08 04:19:00+00:00,3465.0,3465.89990234375,3464.300048828125,3465.0,3589,2025-05-08
2025-05-08 04:20:00+00:00,3467.199951171875,3468.0,3465.199951171875,3465.199951171875,3103,2025-05-08
2025-05-08 04:21:00+00:00,3466.5,3468.5,3466.5,3467.89990234375,3144,2025-05-08
2025-05-08 04:22:00+00:00,3465.699951171875,3466.5,3465.10009765625,3466.5,2287,2025-05-08
2025-05-08 04:23:00+00:00,3467.39990234375,3467.39990234375,3465.199951171875,3465.699951171875,4075,2025-05-08
2025-05-08 04:24:00+00:00,3466.5,3466.5,3465.0,3466.0,4085,2025-05-08
2025-05-08 04:25:00+00:00,3466.39990234375,3469.5,3466.39990234375,3467.39990234375,2617,2025-05-08
2025-05-08 04:26:00+00:00,3467.800048828125,3469.5,3466.39990234375,3466.39990234375,4863,2025-05-08
2025-05-08 04:27:00+00:00,3468.10009765625,3468.10009765625,3467.60009765625,3467.60009765625,2881,2025-05-08
2025-05-08 04:28:00+00:00,3467.699951171875,3469.800048828125,3467.699951171875,3468.10009765625,2795,2025-05-08
2025-05-08 04:29:00+00:00,3469.199951171875,3470.0,3467.699951171875,3467.699951171875,3034,2025-05-08
2025-05-08 04:30:00+00:00,3466.300048828125,3470.0,3466.199951171875,3470.0,8133,2025-05-08
2025-05-08 04:31:00+00:00,3466.199951171875,3467.0,3464.300048828125,3466.300048828125,4021,2025-05-08
