Price,Close,High,Low,Open,Volume,Date
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,
Date,,,,,,
2024-05-16,3821.520751953125,3829.8967089471585,3765.2405680620036,3811.871456246998,2599399,2024-05-16
2024-05-17,3756.0322265625,3840.1830815855405,3752.0156128756685,3839.20344304432,2765804,2024-05-17
2024-05-21,3742.4150390625,3766.465212644621,3732.471803718336,3752.6034232070624,1908117,2024-05-21
2024-05-22,3753.974853515625,3763.0365099339497,3739.8191245663174,3756.913769110757,1311168,2024-05-22
2024-05-23,3814.173583984375,3825.488456831451,3747.6071937538322,3762.7425611972685,2095742,2024-05-23
2024-05-24,3771.11865234375,3804.720302924876,3766.0245796445593,3799.283261060436,1309452,2024-05-24
2024-05-27,3768.718505859375,3828.770396397948,3763.134613996444,3776.5065844447445,1841538,2024-05-27
2024-05-28,3761.7138671875,3791.2010823849855,3752.015541481782,3779.4454201140243,1801993,2024-05-28
2024-05-29,3726.2021484375,3770.5307936981753,3722.6265633273965,3770.5307936981753,1568095,2024-05-29
2024-05-30,3660.027587890625,3717.140322546408,3639.7979088533293,3700.094707884028,2919230,2024-05-30
2024-05-31,3596.203857421875,3673.4484478197846,3579.354123272811,3663.8479428095284,10956800,2024-05-31
2024-06-03,3627.454345703125,3675.162690587452,3620.7437266242205,3656.7944695717038,2156773,2024-06-03
2024-06-04,3639.35693359375,3668.7460878354223,3518.3715819655326,3624.662356472914,3395997,2024-06-04
2024-06-05,3670.166748046875,3706.756343061055,3624.6625858503157,3640.3368024377764,2799670,2024-06-05
2024-06-06,3752.4072265625,3761.713792341841,3665.317459305752,3704.013180177749,4328036,2024-06-06
2024-06-07,3814.66357421875,3835.285014018203,3759.1671447156646,3759.1671447156646,4552445,2024-06-07
2024-06-10,3780.131103515625,3826.369993755079,3763.673128570854,3815.692029571215,1734661,2024-06-10
2024-06-11,3773.66552734375,3800.9483158199455,3762.7914444244025,3766.7099983889166,1419898,2024-06-11
2024-06-12,3753.6318359375,3814.2225740099775,3749.5174019913065,3795.5113826278625,2177001,2024-06-12
2024-06-13,3799.18505859375,3810.7938708088977,3773.5676067752893,3778.2699195397627,1932323,2024-06-13
2024-06-14,3754.02392578125,3809.8142929599544,3750.0563418489855,3809.8142929599544,1860730,2024-06-14
2024-06-18,3737.4189453125,3763.7711253531625,3717.7771455099964,3748.1459390773957,1774045,2024-06-18
2024-06-19,3724.291748046875,3755.7872702574973,3715.7199109177072,3749.713320041751,1509050,2024-06-19
2024-06-20,3710.1357421875,3732.373487303002,3703.0823931387763,3718.7075786768105,2846526,2024-06-20
2024-06-21,3733.1572265625,3798.8420325256525,3720.715866070661,3749.0763513887523,4642195,2024-06-21
2024-06-24,3739.084228515625,3778.465647895979,3714.103447073741,3731.1980908539826,1702154,2024-06-24
2024-06-25,3760.293212890625,3769.305838922121,3715.670633038322,3739.280015679649,1338808,2024-06-25
2024-06-26,3777.339111328125,3788.212954904168,3762.7913842995013,3766.220118963664,1639845,2024-06-26
2024-06-27,3854.044677734375,3861.734935564597,3740.357822070456,3752.9950629497644,4526556,2024-06-27
2024-06-28,3824.655517578125,3879.368422948388,3818.4839864227138,3838.027726477141,2731571,2024-06-28
