Open,High,Low,Close,Volume,Date,Price,MA20,MA50,RSI,MACD,Signal_Line,BB_High,BB_Low,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Lag_6,Lag_7,Return_1d,Return_5d,Volatility_5d,Price_Change,Volume_Change,Tomorrow
3394.5,3403.89990234375,3393.0,3402.0,132307.0,2025-04-24,3398.449951171875,3376.6000122070313,3331.373994140625,75.54290051032508,23.919279092419856,25.406921621962123,3461.990962232401,3291.2090621816615,3394.5,3397.699951171875,3418.0,3415.699951171875,3410.10009765625,3409.300048828125,3412.300048828125,0.002209456473707405,-0.0023753254814476987,10.657717640903163,7.5,-0.3201393563504257,3400.300048828125
3402.0,3409.699951171875,3398.10009765625,3400.300048828125,113526.0,2025-04-24,3403.9000244140625,3380.4050170898436,3334.67599609375,53.93381386603045,22.491425182327475,24.823822334035196,3462.690185211451,3298.119848968236,3402.0,3394.5,3397.699951171875,3418.0,3415.699951171875,3410.10009765625,3409.300048828125,-0.0004996917024912007,-0.004508564149045546,9.11564937224757,-1.699951171875,-0.14195016136712346,3399.300048828125
3400.300048828125,3404.800048828125,3395.0,3399.300048828125,90200.0,2025-04-24,3399.9000244140625,3384.5650146484377,3338.0439990234377,54.784508430716144,21.03665160396622,24.066388188021403,3461.393354003248,3307.7366752936273,3400.300048828125,3402.0,3394.5,3397.699951171875,3418.0,3415.699951171875,3410.10009765625,-0.0002940916935681992,-0.005471021407804311,2.8474684654668447,-1.0,-0.20546835086235749,3388.699951171875
3399.10009765625,3401.199951171875,3388.0,3388.699951171875,93161.0,2025-04-24,3394.5999755859375,3388.385009765625,3341.11599609375,55.72191396305242,18.811545977641345,23.015419745945394,3457.2714080399164,3319.4986114913336,3399.300048828125,3400.300048828125,3402.0,3394.5,3397.699951171875,3418.0,3415.699951171875,-0.0031183177430613718,-0.002648850731182373,5.392433618849901,-10.400146484375,0.0328270509977826,3398.5
3388.800048828125,3401.699951171875,3388.10009765625,3398.5,254169.0,2025-04-24,3394.9000244140625,3392.870007324219,3344.0599951171876,47.39509979711746,17.63562328828948,21.939460454414213,3450.7384394553114,3335.0015751931264,3388.699951171875,3399.300048828125,3400.300048828125,3402.0,3394.5,3397.699951171875,3418.0,0.0028919789209238544,0.0011783767859772087,5.230518215478537,9.699951171875,1.7282768540483677,3401.0
3399.5,3402.89990234375,3397.0,3401.0,74448.0,2025-04-24,3399.949951171875,3397.2000122070312,3346.9419970703125,46.372979981657764,16.712770773403918,20.894122518212153,3441.7802742704043,3352.619750143658,3398.5,3388.699951171875,3399.300048828125,3400.300048828125,3402.0,3394.5,3397.699951171875,0.0007356186552891497,-0.00029394473838917357,5.0436421051919496,1.5,-0.7070925250522291,3394.199951171875
3401.0,3401.0,3393.300048828125,3394.199951171875,106327.0,2025-04-24,3397.1500244140625,3401.2800048828126,3349.45599609375,37.157781151822455,15.256825212507465,19.766663057071217,3421.5885558757836,3380.9714538898415,3401.0,3398.5,3388.699951171875,3399.300048828125,3400.300048828125,3402.0,3394.5,-0.0019994262946559926,-0.001793988050658113,4.952101678765056,-6.800048828125,0.42820492155598533,3394.0
3394.699951171875,3397.89990234375,3390.300048828125,3394.0,138614.0,2025-04-24,3394.0999755859375,3401.345007324219,3351.97599609375,37.8485810348573,13.926309648663846,18.598592375389742,3421.5459637860745,3381.144050862363,3394.199951171875,3401.0,3398.5,3388.699951171875,3399.300048828125,3400.300048828125,3402.0,-5.890966199739722e-05,-0.0015591588715306859,4.72198973023412,-0.699951171875,0.30365758462102765,3393.10009765625
3394.199951171875,3395.699951171875,3391.5,3393.10009765625,94232.0,2025-04-24,3393.5999755859375,3401.4900146484374,3354.2939990234377,38.93445220076911,12.65339145984126,17.409552192280046,3421.3935677070085,3381.5864615898663,3394.0,3394.199951171875,3401.0,3398.5,3388.699951171875,3399.300048828125,3400.300048828125,-0.000265145062978811,0.0012984762734313815,3.4194880377570014,-1.099853515625,-0.32018410838732014,3401.60009765625
3394.0,3409.199951171875,3390.10009765625,3401.60009765625,422444.0,2025-04-24,3399.6500244140625,3402.67001953125,3356.422001953125,44.74659440014968,12.189955369341078,16.365632827692252,3419.226794994731,3386.1132440677693,3393.10009765625,3394.0,3394.199951171875,3401.0,3398.5,3388.699951171875,3399.300048828125,0.0025050837745315135,0.0009121958676621134,4.1523630208156845,7.60009765625,3.4830206299346296,3435.89990234375
