Open,High,Low,Close,Volume,Date,Price,MA20,MA50,RSI,MACD,Signal_Line,BB_High,BB_Low,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Lag_6,Lag_7,Return_1d,Return_5d,Volatility_5d,Price_Change,Volume_Change,Tomorrow
2933.066926077782,2950.0819683485533,2834.286493322956,2845.00830078125,8575271.0,2021-05-10,2892.1842308357545,2899.0447631835937,2496.4786279296877,45.70090190395837,105.64611862013408,136.9028507389594,3102.539537533578,2695.5499888336094,2920.8994140625,2830.231201171875,2899.083740234375,2978.9375,3097.437255859375,2950.827880859375,2859.272705078125,-0.025982104318922006,-0.08149606730551495,60.056196004749914,-88.05862529653223,-0.06588560831746204,2872.0458984375
2848.271455843714,2912.602300509252,2830.5571652836397,2872.0458984375,10989634.0,2021-05-17,2871.579732896446,2906.401416015625,2516.671330566406,45.531513303957574,96.84304768850916,128.89089012886936,3093.3563449920434,2719.446487039206,2845.00830078125,2920.8994140625,2830.231201171875,2899.083740234375,2978.9375,3097.437255859375,2950.827880859375,0.009503521535886295,-0.03588245861569772,37.37412805744159,23.774442593785807,0.2815494693986931,2930.876220703125
2872.978366691814,3000.008482694332,2864.121220988886,2930.876220703125,13141112.0,2021-05-24,2932.064851841609,2907.735949707031,2538.9255883789065,53.04451982875194,93.53544747906972,121.81980159890944,3095.0050650187254,2720.4668343953367,2872.0458984375,2845.00830078125,2920.8994140625,2830.231201171875,2899.083740234375,2978.9375,3097.437255859375,0.020483768138117364,0.010966389148241662,44.79284444911268,57.89785401131121,0.1957733988229271,2945.352783203125
2951.2083553367297,2970.274189697061,2918.417151388544,2945.352783203125,8388084.0,2021-05-31,2944.3456705428025,2904.5622314453126,2560.070048828125,63.028648577619634,91.03291728672684,115.66242473647293,3086.698862236093,2722.425600654532,2930.876220703125,2872.0458984375,2845.00830078125,2920.8994140625,2830.231201171875,2899.083740234375,2978.9375,0.004939329200510212,0.04067568118943177,42.46260386624921,-5.85557213360471,-0.3616914611183589,3067.1962890625
2946.5245846503426,3100.1748332616803,2935.8441100816717,3067.1962890625,12172081.0,2021-06-07,3018.009471671676,2903.942907714844,2583.70216796875,63.63468868946142,97.7545431899216,112.08084842716266,3083.6416626931805,2724.244152736507,2945.352783203125,2930.876220703125,2872.0458984375,2845.00830078125,2920.8994140625,2830.231201171875,2899.083740234375,0.04136805158085943,0.05008624203067802,86.05172909365197,120.6717044121574,0.4511157732802866,3089.212890625
3072.067727642637,3146.082168168337,3046.35009753575,3089.212890625,10441741.0,2021-06-14,3096.2161328520433,2913.363146972656,2607.6803125,62.685458281605854,103.66307251860735,110.3972932454516,3111.2071171254,2715.519176819912,3067.1962890625,2945.352783203125,2930.876220703125,2872.0458984375,2845.00830078125,2920.8994140625,2830.231201171875,0.0071780869196440555,0.08583616075098632,93.26564687545503,17.145162982363217,-0.14215646445336672,3167.443603515625
3058.9514955382306,3185.103875369315,3046.490789794425,3167.443603515625,11184426.0,2021-06-21,3115.7973325818703,2924.522595214844,2631.8501318359376,66.02466158258855,113.35154327715964,110.98814325179322,3152.5750139046704,2696.4701765250175,3089.212890625,3067.1962890625,2945.352783203125,2930.876220703125,2872.0458984375,2845.00830078125,2920.8994140625,0.02532383350077172,0.10285271041066313,100.33632484933912,108.49210797739443,0.0711265487240107,3115.586669921875
3177.468416662366,3177.468416662366,3087.245694069292,3115.586669921875,7218290.0,2021-06-28,3132.357055365829,2931.5578369140626,2653.488771972656,62.2494998046823,115.51373457308046,111.89326151605067,3174.3560363940737,2688.7596374340515,3167.443603515625,3089.212890625,3067.1962890625,2945.352783203125,2930.876220703125,2872.0458984375,2845.00830078125,-0.016371856956250985,0.06302226205050632,82.53063827350748,-61.88174674049105,-0.35461238690300245,3005.688232421875
3131.091245273611,3161.071771859116,2998.9895500062325,3005.688232421875,15623866.0,2021-07-05,3080.0306609326744,2938.643176269531,2672.5096997070314,52.57665475660824,107.12453633400901,110.93951647964235,3181.408730531514,2695.8776220075483,3115.586669921875,3167.443603515625,3089.212890625,3067.1962890625,2945.352783203125,2930.876220703125,2872.0458984375,-0.035273753916387096,0.020484965184080384,59.74224727817644,-125.4030128517361,1.1644830008215243,2993.180908203125
3030.8438994762378,3031.780790944392,2974.6304113870337,2993.180908203125,9235338.0,2021-07-12,3003.205601165713,2953.3798950195314,2691.6798876953126,44.397611447169346,98.33327496875063,108.41826817746401,3169.0200984629746,2737.7396915760883,3005.688232421875,3115.586669921875,3167.443603515625,3089.212890625,3067.1962890625,2945.352783203125,2930.876220703125,-0.004161218081048967,-0.024131282736390536,73.97730384807258,-37.662991273112766,-0.40889546799748544,3016.66162109375
