Open,High,Low,Close,Volume,Date,Price,MA20,MA50,RSI,MACD,Signal_Line,BB_High,BB_Low,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Lag_6,Lag_7,Return_1d,Return_5d,Volatility_5d,Price_Change,Volume_Change,Tomorrow
3283.328466655761,3303.122967702237,3268.506636210875,3271.693115234375,1066803.0,2023-07-26,3285.814801956556,3222.9383544921875,3160.462021484375,57.994086566820805,44.2419132746827,41.27439915555095,3396.2130261728976,3049.6636828114774,3282.169677734375,3277.921142578125,3252.381591796875,3344.1123046875,3341.939453125,3367.750244140625,3362.7900390625,-0.0031919624908702815,-0.021019632125572674,34.60950162636269,-11.635351421386076,-0.16196405285236215,3279.996826171875
3278.1139818612355,3294.239210280001,3268.55478106038,3279.996826171875,1701769.0,2023-07-27,3281.3969956701903,3232.9728515625,3163.7679931640623,58.482060579064125,42.27773111515535,41.475065547471836,3394.039283580506,3071.9064195444944,3271.693115234375,3282.169677734375,3277.921142578125,3252.381591796875,3344.1123046875,3341.939453125,3367.750244140625,0.002538047012671907,-0.019172645136873334,12.082451994533798,1.8828443106394843,0.5952045504183996,3239.925048828125
3268.5064700105168,3276.907015562673,3216.364860149197,3239.925048828125,2599831.0,2023-07-28,3246.635937855935,3240.1321533203127,3167.2179833984374,53.330670230382616,37.06043543437045,40.59213952485156,3387.8801187789377,3092.3841878616877,3279.996826171875,3271.693115234375,3282.169677734375,3277.921142578125,3252.381591796875,3344.1123046875,3341.939453125,-0.012217017109287354,-0.0038299758552833296,17.446843974452214,-28.58142118239175,0.5277226227531469,3303.701904296875
3248.6152136705364,3308.7229009018056,3245.2356649908666,3303.701904296875,2743678.0,2023-07-31,3276.979282946336,3246.3005249023436,3172.1127197265623,64.87395814141044,37.638081870757105,40.00132799403267,3393.837721374402,3098.763328430285,3239.925048828125,3279.996826171875,3271.693115234375,3282.169677734375,3277.921142578125,3252.381591796875,3344.1123046875,0.01968467001785057,0.00786497313308554,23.1307313930512,55.08669062633862,0.05532936563953572,3333.249267578125
3297.474279853945,3340.9256246836458,3297.474279853945,3333.249267578125,1956167.0,2023-08-01,3319.1999522687956,3255.3884887695312,3177.15865234375,66.7610336883059,40.018784475879784,40.0048192904021,3400.7110267776407,3110.065950761422,3303.701904296875,3239.925048828125,3279.996826171875,3271.693115234375,3282.169677734375,3277.921142578125,3252.381591796875,0.008943713487836069,0.015562751124740482,35.03236252875336,35.77498772417994,-0.2870274864616037,3322.241455078125
3316.737665209175,3327.793571366878,3296.1225574758546,3322.241455078125,1914899.0,2023-08-02,3311.9580644213665,3262.166015625,3180.5342236328124,66.88825897773846,40.549836693843645,40.11382277109041,3406.6395103473415,3117.6925209026585,3333.249267578125,3303.701904296875,3239.925048828125,3279.996826171875,3271.693115234375,3282.169677734375,3277.921142578125,-0.0033024270363068986,0.015450208214326633,37.201431859760135,5.503789868950207,-0.021096358337503895,3282.942138671875
3302.302173709329,3315.096180668876,3252.091731302053,3282.942138671875,2026351.0,2023-08-03,3283.5939559854646,3266.4440795898436,3183.1553515625,56.539267280246264,37.36880864196246,39.56481994526483,3407.8753349085628,3125.0128242711244,3322.241455078125,3333.249267578125,3303.701904296875,3239.925048828125,3279.996826171875,3271.693115234375,3282.169677734375,-0.011829157193310014,0.000897961996944252,36.91036627357825,-19.360035037454054,0.05820254749728315,3325.041748046875
3284.197437290944,3351.5470209002183,3284.197437290944,3325.041748046875,2248493.0,2023-08-04,3317.872229095581,3272.6850830078124,3186.49802734375,45.270178911967086,37.809068225053124,39.21366960122249,3412.8222924145025,3132.5478736011223,3282.942138671875,3322.241455078125,3333.249267578125,3303.701904296875,3239.925048828125,3279.996826171875,3271.693115234375,0.012823743945737487,0.026271193912197566,20.183057216441128,40.84431075593102,0.10962661454012657,3364.14794921875
3335.083733612658,3367.961964502155,3322.820845855229,3364.14794921875,1853889.0,2023-08-07,3345.391405178692,3280.5755981445313,3190.8111474609377,49.58421464049149,40.84271137394853,39.5394779557677,3422.7399558926795,3138.411240396383,3325.041748046875,3282.942138671875,3322.241455078125,3333.249267578125,3303.701904296875,3239.925048828125,3279.996826171875,0.011761115840078107,0.01829645854042017,29.050438006057412,29.064215606092148,-0.1754970996129408,3351.160888671875
3364.147965561596,3369.844825304875,3337.642692647767,3351.160888671875,1634225.0,2023-08-08,3353.7437589763213,3290.5760009765627,3194.1877099609374,51.096829123947984,41.71804848260308,39.97519206113478,3422.1516479238526,3159.000354029273,3364.14794921875,3325.041748046875,3282.942138671875,3322.241455078125,3333.249267578125,3303.701904296875,3239.925048828125,-0.0038604308558697342,0.005373621849398713,31.261392041660987,-12.98707688972081,-0.11848821585326841,3343.33935546875
3345.6566660695125,3347.6844896491425,3307.1782303818727,3343.33935546875,1794589.0,2023-08-09,3327.4313600155074,3300.1636352539062,3197.571298828125,49.90928179607143,41.30449458306521,40.24105256552087,3416.112988480678,3184.2142820271347,3351.160888671875,3364.14794921875,3325.041748046875,3282.942138671875,3322.241455078125,3333.249267578125,3303.701904296875,-0.002333977228477613,0.006350501815085119,31.525804538561317,-2.3173106007625393,0.09812847068182173,3323.641845703125
3331.269876632421,3345.6570058621314,3312.0064936239705,3323.641845703125,1096701.0,2023-08-10,3328.8317497430508,3309.3683227539063,3200.640283203125,60.06547965537313,38.93846730630503,39.9805355136777,3397.5303133959683,3221.2063321118444,3343.33935546875,3351.160888671875,3364.14794921875,3325.041748046875,3282.942138671875,3322.241455078125,3333.249267578125,-0.00589156758299314,0.012397326943969667,17.316377186165486,-7.628030929296074,-0.3888845858299589,3330.111328125
3319.779610396118,3347.3468879012044,3296.5089054907216,3330.111328125,1679974.0,2023-08-11,3321.9278966959628,3315.0128662109373,3204.3491552734376,57.7915957442931,37.15708308259673,39.41584502746151,3392.0929679221927,3237.932764499682,3323.641845703125,3343.33935546875,3351.160888671875,3364.14794921875,3325.041748046875,3282.942138671875,3322.241455078125,0.0019465040826343039,0.001524666594367785,16.22849688196706,10.331717728881813,0.5318432280083634,3331.125
3322.289751845748,3336.097670684004,3293.61191163622,3331.125,1190425.0,2023-08-14,3314.8547911601117,3313.4296142578123,3207.418681640625,57.37993677105454,35.41883185367897,38.616442392705004,3387.6244981128402,3239.2347304027844,3330.111328125,3323.641845703125,3343.33935546875,3351.160888671875,3364.14794921875,3325.041748046875,3282.942138671875,0.00030439579194818656,-0.009816140585142463,11.122134128060265,8.835248154251985,-0.29140272408977763,3339.380615234375
3331.26979177594,3346.7191589262047,3316.9790800142173,3339.380615234375,1328445.0,2023-08-16,3331.849119470211,3312.0111328125,3211.0051171875,60.27256869054094,34.31188829583107,37.75553157333022,3382.84179162535,3241.1804739996496,3331.125,3330.111328125,3323.641845703125,3343.33935546875,3351.160888671875,3364.14794921875,3325.041748046875,0.0024783264615932943,-0.0035152813693074547,7.837403162446677,8.11082345843488,0.11594178549677636,3317.51025390625
3336.097774065661,3341.6982168977825,3295.736254571784,3317.51025390625,1843241.0,2023-08-17,3318.717235734783,3310.7896728515625,3214.4734423828127,55.468044386335634,31.308961946033378,36.46621764787085,3380.2770624984373,3241.3022832046877,3339.380615234375,3331.125,3330.111328125,3323.641845703125,3343.33935546875,3351.160888671875,3364.14794921875,-0.0065492268920624985,-0.007725539891800359,8.248395509826203,-18.587520159410815,0.38751773690292035,3251.22265625
3292.6461751254856,3292.6461751254856,3240.9873568353937,3251.22265625,2526749.0,2023-08-18,3266.8167659804394,3306.1451904296873,3217.698173828125,51.52984613268782,23.31154505613722,33.83528312952412,3378.6082766470586,3233.682104212316,3317.51025390625,3339.380615234375,3331.125,3330.111328125,3323.641845703125,3343.33935546875,3351.160888671875,-0.01998112819039477,-0.02178910749566776,35.88261550294486,-41.42351887548557,0.3708185744566228,3284.583984375
3258.8512238216204,3292.4053216076354,3255.9544671782232,3284.583984375,1375579.0,2023-08-21,3274.1798943929293,3307.7553100585938,3220.77564453125,47.178786950804316,19.44140648791472,30.956507801202243,3376.5253784694933,3238.9852416476942,3251.22265625,3317.51025390625,3339.380615234375,3331.125,3330.111328125,3323.641845703125,3343.33935546875,0.010261163768918724,-0.013671417938941333,36.502013231630855,25.73276055337965,-0.4555933335681541,3265.75439453125
