Open,High,Low,Close,Volume,Date,Price,MA20,MA50,RSI,MACD,Signal_Line,BB_High,BB_Low,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Lag_6,Lag_7,Return_1d,Return_5d,Volatility_5d,Price_Change,Volume_Change,Tomorrow
4054.0,4107.85009765625,4054.0,4099.7998046875,1217089.0,2025-01-29,4080.925048828125,4091.0097412109376,4164.81974609375,53.295402698791634,-12.62066537262126,-12.728405513296915,4231.116359309777,3950.9031231120985,4040.300048828125,4065.14990234375,4152.35009765625,4145.4501953125,4156.60009765625,4035.85009765625,4077.800048828125,0.014726568606366897,-0.0136650848371912,48.94651666291054,45.7998046875,-0.5069064511528714,4100.0498046875
4099.89990234375,4129.89990234375,4058.5,4100.0498046875,1531251.0,2025-01-30,4094.199951171875,4093.6160888671875,4167.692119140625,57.99162008198236,-11.708567392000987,-12.524437889037731,4232.279815230589,3954.952362503786,4099.7998046875,4040.300048828125,4065.14990234375,4152.35009765625,4145.4501953125,4156.60009765625,4035.85009765625,6.09785872260904e-05,-0.010951860108303069,42.30980521640702,0.14990234375,0.2581257410099016,4112.39990234375
4110.0,4128.4501953125,4085.25,4112.39990234375,1492943.0,2025-01-31,4106.85009765625,4093.724609375,4170.416787109375,39.75348341581401,-9.875336769171554,-11.994617665064496,4232.4464656861865,3955.0027530638135,4100.0498046875,4099.7998046875,4040.300048828125,4065.14990234375,4152.35009765625,4145.4501953125,4156.60009765625,0.0030121823501096934,-0.009621104765479505,29.90709753420149,2.39990234375,-0.02501745304982661,4073.14990234375
4113.0,4135.89990234375,4056.0,4073.14990234375,437172.0,2025-02-01,4095.949951171875,4095.6036376953125,4171.700903320312,41.10665675663121,-11.457559651350493,-11.887206062321695,4232.007447280763,3959.1998281098627,4112.39990234375,4100.0498046875,4099.7998046875,4040.300048828125,4065.14990234375,4152.35009765625,4145.4501953125,-0.009544305255340224,0.001967947109499546,28.873422415479943,-39.85009765625,-0.7071743529391277,4068.64990234375
4030.89990234375,4077.0,3998.699951171875,4068.64990234375,1265713.0,2025-02-03,4037.8499755859375,4097.498815917968,4169.513920898437,38.87917909298785,-12.925596842215782,-12.094884218300514,4231.133586866958,3963.864044968979,4073.14990234375,4112.39990234375,4100.0498046875,4099.7998046875,4040.300048828125,4065.14990234375,4152.35009765625,-0.0011047960688632674,0.007016769342130358,18.94243542594772,37.75,1.895228880166159,4107.0498046875
4083.699951171875,4118.85009765625,4066.050048828125,4107.0498046875,2547132.0,2025-02-04,4092.4500732421875,4104.596655273437,4166.707055664063,46.73731286360017,-10.865228108580595,-11.84895299635653,4222.810588474349,3986.3827220725257,4068.64990234375,4073.14990234375,4112.39990234375,4100.0498046875,4099.7998046875,4040.300048828125,4065.14990234375,0.009437996206463906,0.001768379029559064,20.047865159758377,23.349853515625,1.0124088162166305,4091.10009765625
4150.0,4150.0,4076.0,4091.10009765625,1693912.0,2025-02-05,4113.0,4106.954858398438,4162.840991210937,46.741926333120574,-10.399500139039446,-11.559062424893114,4221.910465673024,3991.999251123851,4107.0498046875,4068.64990234375,4073.14990234375,4112.39990234375,4100.0498046875,4099.7998046875,4040.300048828125,-0.0038834949147794617,-0.0021828288575953536,19.572365773319973,-58.89990234375,-0.3349728243373331,4082.75
4105.39990234375,4139.5,4051.550048828125,4082.75,2284536.0,2025-02-06,4095.5250244140625,4112.3184814453125,4159.204614257813,50.52508304210972,-10.582205387458544,-11.3636910174062,4210.184642399872,4014.452320490753,4091.10009765625,4107.0498046875,4068.64990234375,4073.14990234375,4112.39990234375,4100.0498046875,4099.7998046875,-0.0020410396853974833,-0.007209878184962437,15.29019143483915,-22.64990234375,0.34867454743811965,4029.39990234375
4090.0,4090.0,4008.0,4029.39990234375,1548940.0,2025-02-07,4049.0,4102.6,4156.2267236328125,49.33193145141306,-14.860603838001225,-12.063073581525206,4192.112901228959,4013.087098771042,4082.75,4091.10009765625,4107.0498046875,4068.64990234375,4073.14990234375,4112.39990234375,4100.0498046875,-0.013067196780662593,-0.010741072891725767,29.423792389939013,-60.60009765625,-0.3219892354508749,4036.949951171875
4040.0,4052.0,4014.35009765625,4036.949951171875,1339511.0,2025-02-10,4033.175048828125,4096.116003417968,4152.888974609375,33.811353163657984,-17.440990707972105,-13.138657006814586,4184.88408249,4007.3479243459374,4029.39990234375,4082.75,4091.10009765625,4107.0498046875,4068.64990234375,4073.14990234375,4112.39990234375,0.0018737402618522747,-0.007791270306549136,34.349765418258144,-3.050048828125,-0.1352079486616654,3963.550048828125
