ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,diwali,diwali_lower,diwali_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2002-09-12,19.56540032088161,-50.653811873946665,122.20699032758915,19.56540032088161,19.56540032088161,18.749294221271324,18.749294221271324,18.749294221271324,0.0,0.0,0.0,0.0,0.0,0.0,-1.4437884273499308,-1.4437884273499308,-1.4437884273499308,20.193082648621253,20.193082648621253,20.193082648621253,0.0,0.0,0.0,38.314694542152935
2002-09-13,19.654995382723673,-52.20081379017642,125.1766105117123,19.654995382723673,19.654995382723673,16.797430247489146,16.797430247489146,16.797430247489146,0.0,0.0,0.0,0.0,0.0,0.0,-3.2277737327950864,-3.2277737327950864,-3.2277737327950864,20.02520398028423,20.02520398028423,20.02520398028423,0.0,0.0,0.0,36.452425630212815
2002-09-16,19.923780568249853,-48.042475442542354,119.5275836661636,19.923780568249853,19.923780568249853,17.100403570023968,17.100403570023968,17.100403570023968,0.0,0.0,0.0,0.0,0.0,0.0,-2.311750489644039,-2.311750489644039,-2.311750489644039,19.41215405966801,19.41215405966801,19.41215405966801,0.0,0.0,0.0,37.024184138273824
2002-09-17,20.01337563009191,-50.656135691279424,123.38378659730851,20.01337563009191,20.01337563009191,16.3978028334539,16.3978028334539,16.3978028334539,0.0,0.0,0.0,0.0,0.0,0.0,-2.7964515648163775,-2.7964515648163775,-2.7964515648163775,19.194254398270278,19.194254398270278,19.194254398270278,0.0,0.0,0.0,36.41117846354581
2002-09-18,20.102970691933972,-48.74968356344336,123.33319805861504,20.102970691933972,20.102970691933972,16.579091438108634,16.579091438108634,16.579091438108634,0.0,0.0,0.0,0.0,0.0,0.0,-2.3999232240764576,-2.3999232240764576,-2.3999232240764576,18.979014662185094,18.979014662185094,18.979014662185094,0.0,0.0,0.0,36.68206213004261
2002-09-19,20.19256575377603,-45.00952229547817,120.363580424056,20.19256575377603,20.19256575377603,17.326768948298497,17.326768948298497,17.326768948298497,0.0,0.0,0.0,0.0,0.0,0.0,-1.4437884273523873,-1.4437884273523873,-1.4437884273523873,18.770557375650885,18.770557375650885,18.770557375650885,0.0,0.0,0.0,37.51933470207453
2002-09-20,20.28216081561809,-39.60032270148068,118.90725164871927,20.28216081561809,20.28216081561809,15.344059946003519,15.344059946003519,15.344059946003519,0.0,0.0,0.0,0.0,0.0,0.0,-3.2277737327927736,-3.2277737327927736,-3.2277737327927736,18.571833678796292,18.571833678796292,18.571833678796292,0.0,0.0,0.0,35.62622076162161
2002-09-23,20.550946001144272,-55.66509223757977,120.63978982062073,20.550946001144272,20.550946001144272,15.733514856407371,15.733514856407371,15.733514856407371,0.0,0.0,0.0,0.0,0.0,0.0,-2.311750489651312,-2.311750489651312,-2.311750489651312,18.04526534605868,18.04526534605868,18.04526534605868,0.0,0.0,0.0,36.28446085755164
2002-09-24,20.64054106298633,-49.75195195259688,131.2630896965862,20.64054106298633,20.64054106298633,15.094271901158695,15.094271901158695,15.094271901158695,0.0,0.0,0.0,0.0,0.0,0.0,-2.7964515648130592,-2.7964515648130592,-2.7964515648130592,17.890723465971753,17.890723465971753,17.890723465971753,0.0,0.0,0.0,35.73481296414502
2002-09-25,20.73013612482839,-54.827213305196196,117.74538463782355,20.73013612482839,20.73013612482839,15.342926572641174,15.342926572641174,15.342926572641174,0.0,0.0,0.0,0.0,0.0,0.0,-2.399923224076396,-2.399923224076396,-2.399923224076396,17.742849796717568,17.742849796717568,17.742849796717568,0.0,0.0,0.0,36.07306269746957
2002-09-26,20.81973118667045,-50.74002692201541,122.14114001453018,20.81973118667045,20.81973118667045,16.15419713617936,16.15419713617936,16.15419713617936,0.0,0.0,0.0,0.0,0.0,0.0,-1.443788427348312,-1.443788427348312,-1.443788427348312,17.597985563527676,17.597985563527676,17.597985563527676,0.0,0.0,0.0,36.97392832284981
2002-09-27,20.90932624851251,-58.959657530265936,121.26656101832226,20.90932624851251,20.90932624851251,14.224020585338442,14.224020585338442,14.224020585338442,0.0,0.0,0.0,0.0,0.0,0.0,-3.2277737328013445,-3.2277737328013445,-3.2277737328013445,17.451794318139786,17.451794318139786,17.451794318139786,0.0,0.0,0.0,35.13334683385095
2002-09-30,21.178111434038687,-52.146177584204835,126.48649775260695,21.178111434038687,21.178111434038687,14.64423034961849,14.64423034961849,14.64423034961849,0.0,0.0,0.0,0.0,0.0,0.0,-2.3117504896585848,-2.3117504896585848,-2.3117504896585848,16.955980839277075,16.955980839277075,16.955980839277075,0.0,0.0,0.0,35.82234178365718
2002-10-01,21.267706495880752,-54.13203190796461,125.27601415134622,21.267706495880752,21.267706495880752,13.958300293778276,13.958300293778276,13.958300293778276,0.0,0.0,0.0,0.0,0.0,0.0,-2.7964515648130996,-2.7964515648130996,-2.7964515648130996,16.754751858591376,16.754751858591376,16.754751858591376,0.0,0.0,0.0,35.226006789659024
2002-10-02,21.357301557722813,-53.569096436530764,126.11695571060015,21.357301557722813,21.357301557722813,14.127721356784784,14.127721356784784,14.127721356784784,0.0,0.0,0.0,0.0,0.0,0.0,-2.3999232240768484,-2.3999232240768484,-2.3999232240768484,16.527644580861633,16.527644580861633,16.527644580861633,0.0,0.0,0.0,35.485022914507596
2002-10-03,21.44689661956487,-50.44094540651587,120.8636165354236,21.44689661956487,21.44689661956487,14.826890707052469,14.826890707052469,14.826890707052469,0.0,0.0,0.0,0.0,0.0,0.0,-1.44378842734985,-1.44378842734985,-1.44378842734985,16.270679134402318,16.270679134402318,16.270679134402318,0.0,0.0,0.0,36.27378732661734
2002-10-04,21.536491681406932,-53.90886997481425,117.25494167251492,21.536491681406932,21.536491681406932,12.752866418632303,12.752866418632303,12.752866418632303,0.0,0.0,0.0,0.0,0.0,0.0,-3.227773732796021,-3.227773732796021,-3.227773732796021,15.980640151428323,15.980640151428323,15.980640151428323,0.0,0.0,0.0,34.28935810003924
2002-10-07,21.80527686693311,-53.756393174485794,124.79868955483529,21.80527686693311,21.80527686693311,12.58255996310493,12.58255996310493,12.58255996310493,0.0,0.0,0.0,0.0,0.0,0.0,-2.3117504896470216,-2.3117504896470216,-2.3117504896470216,14.894310452751954,14.894310452751954,14.894310452751954,0.0,0.0,0.0,34.38783683003804
2002-10-08,21.89487192877517,-55.420026454946786,125.76790453083285,21.89487192877517,21.89487192877517,11.663193374392513,11.663193374392513,11.663193374392513,0.0,0.0,0.0,0.0,0.0,0.0,-2.796451564818068,-2.796451564818068,-2.796451564818068,14.45964493921058,14.45964493921058,14.45964493921058,0.0,0.0,0.0,33.55806530316768
2002-10-09,21.98446699061723,-53.19742911590088,123.80378965258427,21.98446699061723,21.98446699061723,11.591395763578321,11.591395763578321,11.591395763578321,0.0,0.0,0.0,0.0,0.0,0.0,-2.399923224074077,-2.399923224074077,-2.399923224074077,13.991318987652399,13.991318987652399,13.991318987652399,0.0,0.0,0.0,33.57586275419555
2002-10-10,22.07406205245929,-57.06458018537261,120.5366383516108,22.07406205245929,22.07406205245929,12.048799341476968,12.048799341476968,12.048799341476968,0.0,0.0,0.0,0.0,0.0,0.0,-1.4437884273523067,-1.4437884273523067,-1.4437884273523067,13.492587768829273,13.492587768829273,13.492587768829273,0.0,0.0,0.0,34.12286139393626
2002-10-11,22.16365711430135,-61.10671534891158,117.12411038066041,22.16365711430135,22.16365711430135,9.739958630555018,9.739958630555018,9.739958630555018,0.0,0.0,0.0,0.0,0.0,0.0,-3.2277737327906983,-3.2277737327906983,-3.2277737327906983,12.967732363345716,12.967732363345716,12.967732363345716,0.0,0.0,0.0,31.903615744856367
2002-10-14,22.432442299827528,-55.95461302134958,114.99273711877895,22.432442299827528,22.432442299827528,8.980092779114717,8.980092779114717,8.980092779114717,0.0,0.0,0.0,0.0,0.0,0.0,-2.3117504896495964,-2.3117504896495964,-2.3117504896495964,11.291843268764314,11.291843268764314,11.291843268764314,0.0,0.0,0.0,31.412535078942245
2002-10-15,22.52203736166959,-55.60405839773812,124.65041666771644,22.52203736166959,22.52203736166959,7.924447010777894,7.924447010777894,7.924447010777894,0.0,0.0,0.0,0.0,0.0,0.0,-2.796451564816315,-2.796451564816315,-2.796451564816315,10.720898575594209,10.720898575594209,10.720898575594209,0.0,0.0,0.0,30.446484372447483
